Title,Description,"Gift Type (1 = GIFT, 2 = VOUCHER)",Point,Image URL
TMC Hand Trowel with Strong Metal Blade and Wooden Handle | Karni/Kanni | Mason Tools for Plaster - (29x11),TMC Hand Trowel with Strong Metal Blade and Wooden Handle | Karni/Kanni | Mason Tools for Plaster - (29x11),1,710,https://m.media-amazon.com/images/I/51KlR4BqnIL._SY741_.jpg
GJSHOP Enhance Your Workout with Spider Protein Shaker - 2 Storage Compartments - 500ML Sports Bottle (Multicolor),GJSHOP Enhance Your Workout with Spider Protein Shaker - 2 Storage Compartments - 500ML Sports Bottle (Multicolor),1,770,https://m.media-amazon.com/images/I/51vhquCubWL._SX569_.jpg
Panchtatava Gym Bag | Trekking Bag | Travel Bag | Sports Duffel Bag | Duffle Carry Bag-15 L -Black,Panchtatava Gym Bag | Trekking Bag | Travel Bag | Sports Duffel Bag | Duffle Carry Bag-15 L -Black,1,720,https://m.media-amazon.com/images/I/51NeDghNquS._SX569_.jpg
Sumeet Airtight & Leak Proof Steelexo S.S. Container/Lunch Box with Stainless Steel Lid Set of 2Pcs (300Ml Each),Sumeet Airtight & Leak Proof Steelexo S.S. Container/Lunch Box with Stainless Steel Lid Set of 2Pcs (300Ml Each),1,1750,https://m.media-amazon.com/images/I/71jdkF+CzeL._SX569_.jpg
"La Opala Diva, Classique Collection, Opal Glass Quarter Plate Set 6 pcs, Aster Blue, White, Standard","La Opala Diva, Classique Collection, Opal Glass Quarter Plate Set 6 pcs, Aster Blue, White, Standard",1,1400,https://m.media-amazon.com/images/I/71b-FhwPW4L._SX569_.jpg
Cello Puro Steel-X Benz 900 | Leak Proof| Wide Mouth & Easy to Open | Insulated Inner Steel Water Bottle | 730ml | Black,Cello Puro Steel-X Benz 900 | Leak Proof| Wide Mouth & Easy to Open | Insulated Inner Steel Water Bottle | 730ml | Black,1,1120,https://m.media-amazon.com/images/I/31zz15681EL._SY300_SX300_QL70_FMwebp_.jpg
URBAN FOREST Oliver Aniline Blue Leather Wallet for Men,URBAN FOREST Oliver Aniline Blue Leather Wallet for Men,1,1670,https://m.media-amazon.com/images/I/91m9g2qfSeL._SX522_.jpg
Pick Ur Needs Solar Rechargeable Emergency Light 42 SMD Home Emergency Light Lantern Lamp,Pick Ur Needs Solar Rechargeable Emergency Light 42 SMD Home Emergency Light Lantern Lamp,1,1580,https://m.media-amazon.com/images/I/81uC3LKxiLL._SX425_.jpg
"MILTON Shine 1000 Stainless Steel Water Bottle, 900 ml water bottles, Single walled, Leak-Proof, Rust-free Steel Bottle, Easy Grip, Easy to Carry, Travel Bottle, Silver","MILTON Shine 1000 Stainless Steel Water Bottle, 900 ml water bottles, Single walled, Leak-Proof, Rust-free Steel Bottle, Easy Grip, Easy to Carry, Travel Bottle, Silver",1,1090,https://m.media-amazon.com/images/I/51eUYE+WmWL._SX569_.jpg
Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set (Red),Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set (Red),1,1650,https://m.media-amazon.com/images/I/510yXR4GoNL._SX569_.jpg
"Colorish Cotton Blend Traditional Mandala Jaipuri Printed Bedsheet for Double Bed King Size with 2 Pillow Covers, Sea Green| H603 | 120 TC","Colorish Cotton Blend Traditional Mandala Jaipuri Printed Bedsheet for Double Bed King Size with 2 Pillow Covers, Sea Green| H603 | 120 TC",1,1390,https://m.media-amazon.com/images/I/91tBcZOZ9HL._SX569_.jpg
Prestige 1.5 litre PKOSS Stainless Steel Electric Kettle | 1350 Watts| Elegant Design | Cool-touch Handle and Lid | Automatic Cut-Off and Single-Touch Lid Locking. | Silver,Prestige 1.5 litre PKOSS Stainless Steel Electric Kettle | 1350 Watts| Elegant Design | Cool-touch Handle and Lid | Automatic Cut-Off and Single-Touch Lid Locking. | Silver,1,1900,https://m.media-amazon.com/images/I/51Q11RNy8dL._SX569_.jpg
"BSB HOMEA¬Æ Mink Blanket for Double Bed 1.9 kg Blanket | Ultrasoft & Lightweight Solid Blanket for Winter & Mild Winter Sofa, Couch - Double, 90x88 inches - 1.9 kg | Grey & Silver","BSB HOMEA¬Æ Mink Blanket for Double Bed 1.9 kg Blanket | Ultrasoft & Lightweight Solid Blanket for Winter & Mild Winter Sofa, Couch - Double, 90x88 inches - 1.9 kg | Grey & Silver",1,1930,https://m.media-amazon.com/images/I/61Lr-D+3cyL._SX569_.jpg
"Robustt Steel Toe Lightweight Gum Boots | Standard Steel Safety Shoes | Anti Slip, Waterpoof | Breathable Printed Leather Shoes | Puncture and Tear Resistant | For Industrial Use (Yellow)","Robustt Steel Toe Lightweight Gum Boots | Standard Steel Safety Shoes | Anti Slip, Waterpoof | Breathable Printed Leather Shoes | Puncture and Tear Resistant | For Industrial Use (Yellow)",1,2100,https://m.media-amazon.com/images/I/71jXHfxx0GL._SY535_.jpg
"Vega Cliff ISI Certified Lightweight Full Face Gloss Finish Helmet for Men and Women with Clear Visor(Black, Size:L)","Vega Cliff ISI Certified Lightweight Full Face Gloss Finish Helmet for Men and Women with Clear Visor(Black, Size:L)",1,2290,https://m.media-amazon.com/images/I/41Kj1j7wTJL._SX300_SY300_QL70_FMwebp_.jpg
"Boat Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic(Jet Black)","Boat Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic(Jet Black)",1,2800,https://m.media-amazon.com/images/I/31w8ruMm+AL._SY300_SX300_QL70_FMwebp_.jpg
"Sumeet Stainless Steel Cookware Set With Lid, 1.1, 1.6 L, 2 Piece (Steel)","Sumeet Stainless Steel Cookware Set With Lid, 1.1, 1.6 L, 2 Piece (Steel)",1,2340,https://m.media-amazon.com/images/I/41jJVXR8Q0L._SY300_SX300_QL70_FMwebp_.jpg
"MILTON Galaxia 1500 Insulated Stainless Steel Casserole, 2000 ml, Silver","MILTON Galaxia 1500 Insulated Stainless Steel Casserole, 2000 ml, Silver",1,2660,https://m.media-amazon.com/images/I/71gSIkoPYlL._SX569_.jpg
Aristocrat Polyester 52 (E) Teal Blue Travel Duffle,Aristocrat Polyester 52 (E) Teal Blue Travel Duffle,1,2590,https://m.media-amazon.com/images/I/51cKAHaXQ9L._SY879_.jpg
"Fire-Boltt Ninja Call Pro Max 51.05mm (2.01 inch) HD Display Smart Watch, Bluetooth Calling, 120+ Sports Modes, Health Suite, Voice Assistance (Blue)","Fire-Boltt Ninja Call Pro Max 51.05mm (2.01 inch) HD Display Smart Watch, Bluetooth Calling, 120+ Sports Modes, Health Suite, Voice Assistance (Blue)",1,3920,https://m.media-amazon.com/images/I/41Xg4TRK3gL._SY300_SX300_QL70_FMwebp_.jpg
"realme Earbuds T110 with Ai Enc for Calls, Upto 38 Hours of Playback and Fast Charging Bluetooth in Ear Headset (Punk Black, True Wireless)","realme Earbuds T110 with Ai Enc for Calls, Upto 38 Hours of Playback and Fast Charging Bluetooth in Ear Headset (Punk Black, True Wireless)",1,4480,https://m.media-amazon.com/images/I/61LKTD-YnrL._SX569_.jpg
"Milton Stellar 6 Thermosteel Water Jug, 5.7 litres, Steelplain","Milton Stellar 6 Thermosteel Water Jug, 5.7 litres, Steelplain",1,3840,https://m.media-amazon.com/images/I/71eX9inHnGL._SY741_.jpg
"boAt Stone 352 Pro Bluetooth Speaker w/ 14W Signature Sound, Up to 12hrs Playback, RGB LEDs, TWS Feature, Built-in Mic, BTv5.3, AUX Port, IPX5 & Type-C Interface(Vibing Blue)","boAt Stone 352 Pro Bluetooth Speaker w/ 14W Signature Sound, Up to 12hrs Playback, RGB LEDs, TWS Feature, Built-in Mic, BTv5.3, AUX Port, IPX5 & Type-C Interface(Vibing Blue)",1,5040,https://m.media-amazon.com/images/I/81NueYBD9nL._SX425_.jpg
"Orient Electric 1200 mm Pacific Air Deco| Decorative ceiling fan | Powerful airflow| BEE Star Rated | 2-year warranty | White Silver, pack of 1","Orient Electric 1200 mm Pacific Air Deco| Decorative ceiling fan | Powerful airflow| BEE Star Rated | 2-year warranty | White Silver, pack of 1",1,5040,https://m.media-amazon.com/images/I/21BmK201UcL._SY300_SX300_QL70_FMwebp_.jpg
"AYKA Reversible Comforter 220 GSM Microfiber Reversible AC Comforter/Blanket for Winter/Quilt/Duvets for Queen Size Single Bed Comforter (60 * 90, Aqua & Peach)| TC - 220","AYKA Reversible Comforter 220 GSM Microfiber Reversible AC Comforter/Blanket for Winter/Quilt/Duvets for Queen Size Single Bed Comforter (60 * 90, Aqua & Peach)| TC - 220",1,4760,https://m.media-amazon.com/images/I/71hZpkp6jKL._SX569_.jpg
Aristocrat Airpro 66 cms Medium Check-in Polypropylene Hardsided 8 Wheels Luggage/Suitcase/Trolley Bag- Cross Teal Blue,Aristocrat Airpro 66 cms Medium Check-in Polypropylene Hardsided 8 Wheels Luggage/Suitcase/Trolley Bag- Cross Teal Blue,1,5240,https://m.media-amazon.com/images/I/41act45a-2L._SY300_SX300_QL70_FMwebp_.jpg
Bajaj Rex Mixer Grinder 500W | Mixie For Kitchen With Nutri-Pro Features | 3 SS Jars For Heavy Duty Grinding | Adjustable Speed Control | Multifunctional Blade System | 1 Yr Warranty By Bajaj „ÄêWhite„Äë,Bajaj Rex Mixer Grinder 500W | Mixie For Kitchen With Nutri-Pro Features | 3 SS Jars For Heavy Duty Grinding | Adjustable Speed Control | Multifunctional Blade System | 1 Yr Warranty By Bajaj „ÄêWhite„Äë,1,5600,https://m.media-amazon.com/images/I/51Ck4wmBbSL._SX569_.jpg
Crompton HighSpeed Torpedo 400 mm Pedestal Fan (Black),Crompton HighSpeed Torpedo 400 mm Pedestal Fan (Black),1,8120,https://m.media-amazon.com/images/I/31xtOXdSfDL._SY300_SX300_QL70_FMwebp_.jpg
Prestige 1.8 Litres Electric Rice Cooker (PRWO 1.8 Litres)| 2 Aluminium Cooking Pans | Stainless Steel Lid | Grey/White | Cool Touch Handles | Detachable Power Cord | 700- Watt,Prestige 1.8 Litres Electric Rice Cooker (PRWO 1.8 Litres)| 2 Aluminium Cooking Pans | Stainless Steel Lid | Grey/White | Cool Touch Handles | Detachable Power Cord | 700- Watt,1,7170,https://m.media-amazon.com/images/I/619hKaTezrL._SX569_.jpg
"IBELL Marble Cutter Mc25-84, 1300W, Copper Armature, 13000 Rpm, Disc Dia 125Mm, Max Cut Depth: 38Mm, Bevel And Depth Adjustable, Corded-Electric","IBELL Marble Cutter Mc25-84, 1300W, Copper Armature, 13000 Rpm, Disc Dia 125Mm, Max Cut Depth: 38Mm, Bevel And Depth Adjustable, Corded-Electric",1,7020,https://m.media-amazon.com/images/I/41mOrujbbJL._SY300_SX300_QL70_FMwebp_.jpg
"V Guard 3 L Instant Water Geyser(White, Sprinhot?)","V Guard 3 L Instant Water Geyser(White, Sprinhot?)",1,10320,https://m.media-amazon.com/images/I/41gWyTK0HuL.jpg
Glen 3 Burner Toughened Glass Top | LPG Gas Stoves | Fuel Efficient Brass Burners | Black | Manual Ignition | ISI Certified| Stainless Steel Drip Trays | Anti-Skid Feet | Ergonomic Knobs | 2 Year Warranty | 1030 GT BB BL,Glen 3 Burner Toughened Glass Top | LPG Gas Stoves | Fuel Efficient Brass Burners | Black | Manual Ignition | ISI Certified| Stainless Steel Drip Trays | Anti-Skid Feet | Ergonomic Knobs | 2 Year Warranty | 1030 GT BB BL,1,10640,https://m.media-amazon.com/images/I/31lTPvIb6ZL._SX300_SY300_QL70_FMwebp_.jpg
Orient Electric 500W mixer grinder | Kitchen Kraft 500 MGKK50B3 with 3 SS jars | Longer life balanced coil motor | ABS body | Uniform grinding | 5 years motor warranty,Orient Electric 500W mixer grinder | Kitchen Kraft 500 MGKK50B3 with 3 SS jars | Longer life balanced coil motor | ABS body | Uniform grinding | 5 years motor warranty,1,5320,https://m.media-amazon.com/images/I/512UlYPZZXL._SX569_.jpg
"Leader Scout MTB 26T Mountain Bicycle/Bike Without Gear Single Speed for Men - Sea Green, Ideal for 10 + Years, Frame Size: 18 Inches","Leader Scout MTB 26T Mountain Bicycle/Bike Without Gear Single Speed for Men - Sea Green, Ideal for 10 + Years, Frame Size: 18 Inches",1,10640,https://m.media-amazon.com/images/I/81uLms3JtKL._SX569_.jpg
"Bosch GDC 141 Corded Electric Diamond Tile/Marble Cutter, 1,450W, 125 mm Disc Dia., 12,000 rpm, Double Insulation, Overload Capacity, 3 kg + Hex Key & Hexagon Socket Wrench, 1 Year Warranty","Bosch GDC 141 Corded Electric Diamond Tile/Marble Cutter, 1,450W, 125 mm Disc Dia., 12,000 rpm, Double Insulation, Overload Capacity, 3 kg + Hex Key & Hexagon Socket Wrench, 1 Year Warranty",1,12030,https://m.media-amazon.com/images/I/41uov4W8MmL._SY300_SX300_QL70_FMwebp_.jpg
RJ kitchenware Store Dinner Set 70 Stainless Steel Dinner Set (70 Pcs Set),RJ kitchenware Store Dinner Set 70 Stainless Steel Dinner Set (70 Pcs Set),1,16930,https://m.media-amazon.com/images/I/61OxTYmPHBL._SX569_.jpg
Bajaj PX97 Torque New 36L Personal Air Cooler For Room| DuramarinePump| 1 Year Warranty| TurboFan Technology| Powerful Air Throw| 3-Speed Control| Portable Air Cooler For Home| White,Bajaj PX97 Torque New 36L Personal Air Cooler For Room| DuramarinePump| 1 Year Warranty| TurboFan Technology| Powerful Air Throw| 3-Speed Control| Portable Air Cooler For Home| White,1,15290,https://m.media-amazon.com/images/I/61Juyv14Y0L._SX569_.jpg
"Crompton IntelliSense 90 cm Curved Glass Kitchen Chimney with 1439 m≥/hr Suction, Smart On & Intelligent Auto-Clean | Silent Kitchen Chimney With Baffle Filter (Black, CHD-ISC90BFE-IND)","Crompton IntelliSense 90 cm Curved Glass Kitchen Chimney with 1439 m≥/hr Suction, Smart On & Intelligent Auto-Clean | Silent Kitchen Chimney With Baffle Filter (Black, CHD-ISC90BFE-IND)",1,37520,https://m.media-amazon.com/images/I/51W9ItFVU9L._SX679_.jpg
"Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety, National Energy Conservation Award Winner 2023","Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety, National Energy Conservation Award Winner 2023",1,16800,https://m.media-amazon.com/images/I/515nNlnjmSL._SX569_.jpg
"VIVO Y19 5G (Majestic Green, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","VIVO Y19 5G (Majestic Green, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",1,32200,https://m.media-amazon.com/images/I/41xlVzMbjOL._SY300_SX300_QL70_FMwebp_.jpg
"Redmi Note 14 5G (Phantom Purple, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","Redmi Note 14 5G (Phantom Purple, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",1,46200,https://m.media-amazon.com/images/I/41kFpOLaEBL._SY300_SX300_QL70_FMwebp_.jpg
"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",1,23230,https://m.media-amazon.com/images/I/41Cd8ElGw8L._SY300_SX300_QL70_FMwebp_.jpg
"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with up to 32dB Active Noise Cancellation, 10mins for 11Hours Fast Charging with Up to 43h Music Playback -Chromatic Blue","OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with up to 32dB Active Noise Cancellation, 10mins for 11Hours Fast Charging with Up to 43h Music Playback -Chromatic Blue",1,6440,https://m.media-amazon.com/images/I/31+KsJDSccL._SY300_SX300_QL70_FMwebp_.jpg
Sony New SA-D40M2 4.1ch Home Theatre/PC Speaker System with 100W Power Output and Powerful Subwoofer - Black,Sony New SA-D40M2 4.1ch Home Theatre/PC Speaker System with 100W Power Output and Powerful Subwoofer - Black,1,27970,https://m.media-amazon.com/images/I/31RIWmGzHaL._SY300_SX300_QL70_FMwebp_.jpg
